coverage,validator,detection_rate
0.05,RPKI,0.006679389312977099
0.05,ASPA,0.6574427480916031
0.05,OTC,0.3501908396946565
0.25,RPKI,0.026717557251908396
0.25,ASPA,0.6574427480916031
0.25,OTC,0.3501908396946565
0.5,RPKI,0.05534351145038168
0.5,ASPA,0.6574427480916031
0.5,OTC,0.3501908396946565
0.75,RPKI,0.09637404580152671
0.75,ASPA,0.6574427480916031
0.75,OTC,0.3501908396946565
1.0,RPKI,0.12881679389312978
1.0,ASPA,0.6574427480916031
1.0,OTC,0.3501908396946565
