scenario,detection_rate,false_positive_rate,avg_time_ms
All signals,0.8533333333333334,0.00125,4.585406666666667
No anomaly,0.86,0.004583333333333333,4.53546
No aspa,0.865,0.00125,4.553393333333333
No delta,0.8516666666666667,0.00125,3.2527466666666665
No gnn,0.72,0.0,3.0860166666666666
No otc,0.7816666666666666,0.0020833333333333333,4.571153333333332
No rpki,0.9383333333333334,0.00125,4.34394
No selective,0.935,0.04583333333333333,3.1816699999999996
