scenario,detection_rate,false_positive_rate,avg_time_ms
All signals,0.71,0.0,4.585406666666667
No anomaly,0.7016666666666667,0.00125,4.53546
No aspa,0.865,0.00125,4.553393333333333
No delta,0.73,0.0,3.2527466666666665
No gnn,0.6483333333333333,0.0,3.0860166666666666
No otc,0.7016666666666667,0.0,4.571153333333332
No rpki,0.7666666666666667,0.0,4.34394
No selective,0.8483333333333334,0.0033333333333333335,3.1816699999999996
