coverage,validator,detection_rate
0.05,RPKI,0.011686143572621035
0.05,ASPA,0.6360601001669449
0.05,OTC,0.35058430717863104
0.25,RPKI,0.03672787979966611
0.25,ASPA,0.6360601001669449
0.25,OTC,0.35058430717863104
0.5,RPKI,0.05175292153589316
0.5,ASPA,0.6360601001669449
0.5,OTC,0.35058430717863104
0.75,RPKI,0.1018363939899833
0.75,ASPA,0.6360601001669449
0.75,OTC,0.35058430717863104
1.0,RPKI,0.13856427378964942
1.0,ASPA,0.6360601001669449
1.0,OTC,0.35058430717863104
