coverage,validator,detection_rate
0.05,RPKI,0.003968253968253968
0.05,ASPA,0.6759259259259259
0.05,OTC,0.3611111111111111
0.25,RPKI,0.022486772486772486
0.25,ASPA,0.6759259259259259
0.25,OTC,0.3611111111111111
0.5,RPKI,0.056878306878306875
0.5,ASPA,0.6759259259259259
0.5,OTC,0.3611111111111111
0.75,RPKI,0.06878306878306878
0.75,ASPA,0.6759259259259259
0.75,OTC,0.3611111111111111
1.0,RPKI,0.09259259259259259
1.0,ASPA,0.6759259259259259
1.0,OTC,0.3611111111111111
