validator,fpr,tpr,auc
GNN Anomaly Detector,0.0,0.0,0.8663005101506516
GNN Anomaly Detector,0.0,0.10449735449735449,0.8663005101506516
GNN Anomaly Detector,0.000706880301602262,0.10449735449735449,0.8663005101506516
GNN Anomaly Detector,0.000706880301602262,0.10582010582010581,0.8663005101506516
GNN Anomaly Detector,0.001885014137606032,0.10582010582010581,0.8663005101506516
GNN Anomaly Detector,0.001885014137606032,0.10714285714285714,0.8663005101506516
GNN Anomaly Detector,0.002120640904806786,0.10714285714285714,0.8663005101506516
GNN Anomaly Detector,0.002120640904806786,0.10846560846560846,0.8663005101506516
GNN Anomaly Detector,0.003298774740810556,0.10846560846560846,0.8663005101506516
GNN Anomaly Detector,0.003298774740810556,0.10978835978835978,0.8663005101506516
GNN Anomaly Detector,0.004005655042412818,0.10978835978835978,0.8663005101506516
GNN Anomaly Detector,0.004005655042412818,0.11375661375661375,0.8663005101506516
GNN Anomaly Detector,0.004241281809613572,0.11375661375661375,0.8663005101506516
GNN Anomaly Detector,0.004241281809613572,0.11507936507936507,0.8663005101506516
GNN Anomaly Detector,0.004948162111215834,0.11507936507936507,0.8663005101506516
GNN Anomaly Detector,0.004948162111215834,0.1164021164021164,0.8663005101506516
GNN Anomaly Detector,0.005419415645617342,0.1164021164021164,0.8663005101506516
GNN Anomaly Detector,0.005419415645617342,0.12037037037037036,0.8663005101506516
GNN Anomaly Detector,0.005655042412818096,0.12037037037037036,0.8663005101506516
GNN Anomaly Detector,0.005655042412818096,0.12698412698412698,0.8663005101506516
GNN Anomaly Detector,0.006126295947219604,0.12698412698412698,0.8663005101506516
GNN Anomaly Detector,0.006126295947219604,0.1283068783068783,0.8663005101506516
GNN Anomaly Detector,0.006597549481621112,0.1283068783068783,0.8663005101506516
GNN Anomaly Detector,0.006597549481621112,0.13095238095238096,0.8663005101506516
GNN Anomaly Detector,0.0073044297832233745,0.13095238095238096,0.8663005101506516
GNN Anomaly Detector,0.0073044297832233745,0.13227513227513227,0.8663005101506516
GNN Anomaly Detector,0.007775683317624882,0.13227513227513227,0.8663005101506516
GNN Anomaly Detector,0.007775683317624882,0.13756613756613756,0.8663005101506516
GNN Anomaly Detector,0.008718190386427899,0.13756613756613756,0.8663005101506516
GNN Anomaly Detector,0.008718190386427899,0.1455026455026455,0.8663005101506516
GNN Anomaly Detector,0.009660697455230915,0.1455026455026455,0.8663005101506516
GNN Anomaly Detector,0.009660697455230915,0.15211640211640212,0.8663005101506516
GNN Anomaly Detector,0.010131950989632422,0.15211640211640212,0.8663005101506516
GNN Anomaly Detector,0.010131950989632422,0.15343915343915343,0.8663005101506516
GNN Anomaly Detector,0.010367577756833177,0.15343915343915343,0.8663005101506516
GNN Anomaly Detector,0.010367577756833177,0.15608465608465608,0.8663005101506516
GNN Anomaly Detector,0.01060320452403393,0.15608465608465608,0.8663005101506516
GNN Anomaly Detector,0.01060320452403393,0.164021164021164,0.8663005101506516
GNN Anomaly Detector,0.011074458058435438,0.164021164021164,0.8663005101506516
GNN Anomaly Detector,0.011074458058435438,0.16666666666666666,0.8663005101506516
GNN Anomaly Detector,0.011310084825636193,0.16666666666666666,0.8663005101506516
GNN Anomaly Detector,0.011310084825636193,0.167989417989418,0.8663005101506516
GNN Anomaly Detector,0.011545711592836946,0.167989417989418,0.8663005101506516
GNN Anomaly Detector,0.011545711592836946,0.1693121693121693,0.8663005101506516
GNN Anomaly Detector,0.0117813383600377,0.1693121693121693,0.8663005101506516
GNN Anomaly Detector,0.0117813383600377,0.17063492063492064,0.8663005101506516
GNN Anomaly Detector,0.013195098963242224,0.17063492063492064,0.8663005101506516
GNN Anomaly Detector,0.013195098963242224,0.17328042328042328,0.8663005101506516
GNN Anomaly Detector,0.013666352497643733,0.17328042328042328,0.8663005101506516
GNN Anomaly Detector,0.013666352497643733,0.17592592592592593,0.8663005101506516
GNN Anomaly Detector,0.013901979264844487,0.17592592592592593,0.8663005101506516
GNN Anomaly Detector,0.013901979264844487,0.17724867724867724,0.8663005101506516
GNN Anomaly Detector,0.01413760603204524,0.17724867724867724,0.8663005101506516
GNN Anomaly Detector,0.01413760603204524,0.18253968253968253,0.8663005101506516
GNN Anomaly Detector,0.014844486333647502,0.18253968253968253,0.8663005101506516
GNN Anomaly Detector,0.014844486333647502,0.18518518518518517,0.8663005101506516
GNN Anomaly Detector,0.015080113100848256,0.18518518518518517,0.8663005101506516
GNN Anomaly Detector,0.015080113100848256,0.19444444444444445,0.8663005101506516
GNN Anomaly Detector,0.015315739868049011,0.19444444444444445,0.8663005101506516
GNN Anomaly Detector,0.015315739868049011,0.20105820105820105,0.8663005101506516
GNN Anomaly Detector,0.015551366635249765,0.20105820105820105,0.8663005101506516
GNN Anomaly Detector,0.015551366635249765,0.20238095238095238,0.8663005101506516
GNN Anomaly Detector,0.01578699340245052,0.20238095238095238,0.8663005101506516
GNN Anomaly Detector,0.01578699340245052,0.2037037037037037,0.8663005101506516
GNN Anomaly Detector,0.016258246936852027,0.2037037037037037,0.8663005101506516
GNN Anomaly Detector,0.016258246936852027,0.20634920634920634,0.8663005101506516
GNN Anomaly Detector,0.016729500471253534,0.20634920634920634,0.8663005101506516
GNN Anomaly Detector,0.016729500471253534,0.20767195767195767,0.8663005101506516
GNN Anomaly Detector,0.018378887841658812,0.20767195767195767,0.8663005101506516
GNN Anomaly Detector,0.018378887841658812,0.21296296296296297,0.8663005101506516
GNN Anomaly Detector,0.01932139491046183,0.21296296296296297,0.8663005101506516
GNN Anomaly Detector,0.01932139491046183,0.21693121693121692,0.8663005101506516
GNN Anomaly Detector,0.019557021677662583,0.21693121693121692,0.8663005101506516
GNN Anomaly Detector,0.019557021677662583,0.2222222222222222,0.8663005101506516
GNN Anomaly Detector,0.019792648444863337,0.2222222222222222,0.8663005101506516
GNN Anomaly Detector,0.019792648444863337,0.22354497354497355,0.8663005101506516
GNN Anomaly Detector,0.02002827521206409,0.22354497354497355,0.8663005101506516
GNN Anomaly Detector,0.02002827521206409,0.2275132275132275,0.8663005101506516
GNN Anomaly Detector,0.020499528746465597,0.2275132275132275,0.8663005101506516
GNN Anomaly Detector,0.020499528746465597,0.23015873015873015,0.8663005101506516
GNN Anomaly Detector,0.020735155513666354,0.23015873015873015,0.8663005101506516
GNN Anomaly Detector,0.020735155513666354,0.2328042328042328,0.8663005101506516
GNN Anomaly Detector,0.020970782280867108,0.2328042328042328,0.8663005101506516
GNN Anomaly Detector,0.020970782280867108,0.23412698412698413,0.8663005101506516
GNN Anomaly Detector,0.02120640904806786,0.23412698412698413,0.8663005101506516
GNN Anomaly Detector,0.02120640904806786,0.23544973544973544,0.8663005101506516
GNN Anomaly Detector,0.021442035815268615,0.23544973544973544,0.8663005101506516
GNN Anomaly Detector,0.021442035815268615,0.23677248677248677,0.8663005101506516
GNN Anomaly Detector,0.021677662582469368,0.23677248677248677,0.8663005101506516
GNN Anomaly Detector,0.021677662582469368,0.24206349206349206,0.8663005101506516
GNN Anomaly Detector,0.024269557021677664,0.24206349206349206,0.8663005101506516
GNN Anomaly Detector,0.024269557021677664,0.24338624338624337,0.8663005101506516
GNN Anomaly Detector,0.02544769085768143,0.24338624338624337,0.8663005101506516
GNN Anomaly Detector,0.02544769085768143,0.24603174603174602,0.8663005101506516
GNN Anomaly Detector,0.025918944392082942,0.24603174603174602,0.8663005101506516
GNN Anomaly Detector,0.025918944392082942,0.24867724867724866,0.8663005101506516
GNN Anomaly Detector,0.02639019792648445,0.24867724867724866,0.8663005101506516
GNN Anomaly Detector,0.02639019792648445,0.25,0.8663005101506516
GNN Anomaly Detector,0.026625824693685202,0.25,0.8663005101506516
GNN Anomaly Detector,0.026625824693685202,0.25132275132275134,0.8663005101506516
GNN Anomaly Detector,0.027332704995287466,0.25132275132275134,0.8663005101506516
GNN Anomaly Detector,0.027332704995287466,0.2526455026455027,0.8663005101506516
GNN Anomaly Detector,0.027803958529688973,0.2526455026455027,0.8663005101506516
GNN Anomaly Detector,0.027803958529688973,0.2552910052910053,0.8663005101506516
GNN Anomaly Detector,0.02827521206409048,0.2552910052910053,0.8663005101506516
GNN Anomaly Detector,0.02827521206409048,0.25793650793650796,0.8663005101506516
GNN Anomaly Detector,0.028510838831291234,0.25793650793650796,0.8663005101506516
GNN Anomaly Detector,0.028510838831291234,0.25925925925925924,0.8663005101506516
GNN Anomaly Detector,0.02945334590009425,0.25925925925925924,0.8663005101506516
GNN Anomaly Detector,0.02945334590009425,0.2619047619047619,0.8663005101506516
GNN Anomaly Detector,0.029688972667295005,0.2619047619047619,0.8663005101506516
GNN Anomaly Detector,0.029688972667295005,0.26322751322751325,0.8663005101506516
GNN Anomaly Detector,0.02992459943449576,0.26322751322751325,0.8663005101506516
GNN Anomaly Detector,0.02992459943449576,0.2698412698412698,0.8663005101506516
GNN Anomaly Detector,0.030395852968897265,0.2698412698412698,0.8663005101506516
GNN Anomaly Detector,0.030395852968897265,0.27116402116402116,0.8663005101506516
GNN Anomaly Detector,0.030631479736098022,0.27116402116402116,0.8663005101506516
GNN Anomaly Detector,0.030631479736098022,0.2724867724867725,0.8663005101506516
GNN Anomaly Detector,0.03110273327049953,0.2724867724867725,0.8663005101506516
GNN Anomaly Detector,0.03110273327049953,0.2751322751322751,0.8663005101506516
GNN Anomaly Detector,0.03180961357210179,0.2751322751322751,0.8663005101506516
GNN Anomaly Detector,0.03180961357210179,0.27645502645502645,0.8663005101506516
GNN Anomaly Detector,0.0322808671065033,0.27645502645502645,0.8663005101506516
GNN Anomaly Detector,0.0322808671065033,0.2777777777777778,0.8663005101506516
GNN Anomaly Detector,0.032752120640904804,0.2777777777777778,0.8663005101506516
GNN Anomaly Detector,0.032752120640904804,0.2791005291005291,0.8663005101506516
